phenotype	snp	adjustment	beta	SE	OR	p	type	n_total	n_cases	n_controls	HWE_p	allele_freq	n_no_snp	note	p.value	bonferroni	fdr	description	group
479	rs4266947_T	NA	0.0744920722229197	0.10625276694177	1.07733680260239	0.483250845231201	logistic	414035	861	413174	0.709321957181115	0.0508797565423213	2425		FALSE	FALSE	FALSE	Other upper respiratory disease	respiratory
480	rs4266947_T	NA	-0.00450444553594644	0.0337691653215322	0.995505684263429	0.893885502184975	logistic	428496	9364	419132	0.699662393933814	0.0508674526716702	2507		FALSE	FALSE	FALSE	Pneumonia	respiratory
480.1	rs4266947_T	NA	-0.0221803816727803	0.0416965390783427	0.978063794355043	0.594762158962125	logistic	425327	6195	419132	0.76006910964076	0.0508549892200589	2483		FALSE	FALSE	FALSE	Bacterial pneumonia	respiratory
480.11	rs4266947_T	NA	-0.036422477091699	0.0434536366175637	0.964232841133099	0.401923053712598	logistic	424903	5771	419132	0.767337300385423	0.0508468991746352	2482		FALSE	FALSE	FALSE	Pneumococcal pneumonia	respiratory
480.12	rs4266947_T	NA	0.78326408029784	0.273692486505039	2.18860439973745	0.00421189597212497	logistic	419203	71	419132	0.753271944341667	0.050879883970296	2440		TRUE	FALSE	FALSE	Pseudomonal pneumonia	respiratory
480.13	rs4266947_T	NA	NA	NA	NA	NA	NA	419132	NA	NA	NA	NA	2439	 [Error: non-varying phenotype or genotype]	NA	NA	NA	MRSA pneumonia	respiratory
480.2	rs4266947_T	NA	-1.28410611213421	0.712441760025597	0.276897988791508	0.0714822560233462	logistic	419200	68	419132	0.757897052244577	0.0508647423664122	2439		FALSE	FALSE	FALSE	Viral pneumonia	respiratory
480.3	rs4266947_T	NA	0.0739944004108463	0.388961511400999	1.07680077583739	0.849124366791068	logistic	419196	64	419132	0.76123485037172	0.050871191519003	2440		FALSE	FALSE	FALSE	Pneumonia due to fungus (mycoses)	respiratory
480.5	rs4266947_T	NA	0.00387481800845933	0.171263873219695	1.00388233482138	0.981949528142634	logistic	419483	351	419132	0.757648099622735	0.0508709530541166	2443		FALSE	FALSE	FALSE	Bronchopneumonia and lung abscess	respiratory
481	rs4266947_T	NA	0.0163452983630054	0.197970313893544	1.01647961356174	0.934197916590427	logistic	419390	258	419132	0.754886700417722	0.050871503850831	2441		FALSE	FALSE	FALSE	Influenza	respiratory
483	rs4266947_T	NA	0.295272584577472	0.195943927577375	1.34349252412051	0.131830168379806	logistic	419339	207	419132	0.744077577785446	0.0508788831947422	2439		FALSE	FALSE	FALSE	Acute bronchitis and bronchiolitis	respiratory
495	rs4266947_T	NA	NA	NA	NA	NA	NA	425170	NA	NA	NA	NA	2495	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Asthma	respiratory
495.1	rs4266947_T	NA	NA	NA	NA	NA	NA	425170	NA	NA	NA	NA	2495	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Chronic obstructive asthma	respiratory
495.11	rs4266947_T	NA	NA	NA	NA	NA	NA	425170	NA	NA	NA	NA	2495	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Chronic obstructive asthma with exacerbation	respiratory
495.2	rs4266947_T	NA	NA	NA	NA	NA	NA	425170	NA	NA	NA	NA	2495	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Asthma with exacerbation	respiratory
496	rs4266947_T	NA	0.0187560866102114	0.0544945419091658	1.01893308688168	0.730708780864065	logistic	428617	3447	425170	0.689859282601736	0.0508682576752672	2507		FALSE	FALSE	FALSE	Chronic airway obstruction	respiratory
496.1	rs4266947_T	NA	0.0913081723582037	0.198237905805205	1.09560658890499	0.6450863611052	logistic	425412	242	425170	0.711720707093561	0.0508601073782592	2497		FALSE	FALSE	FALSE	Emphysema	respiratory
496.2	rs4266947_T	NA	0.042061404841428	0.0620879240143507	1.04295851948704	0.498121089291511	logistic	427759	2589	425170	0.705109943061611	0.0508732720994766	2504		FALSE	FALSE	FALSE	Chronic bronchitis	respiratory
496.21	rs4266947_T	NA	0.0422113241671937	0.0627690648289023	1.04311489084634	0.501274280524342	logistic	427702	2532	425170	0.702835904071181	0.050873037769288	2503		FALSE	FALSE	FALSE	Obstructive chronic bronchitis	respiratory
496.3	rs4266947_T	NA	0.042850315526711	0.119669644920787	1.04378164525104	0.72028964236425	logistic	425868	698	425170	0.699924495314795	0.0508608301163741	2497		FALSE	FALSE	FALSE	Bronchiectasis	respiratory
497	rs4266947_T	NA	0.193484706442171	0.182873480570121	1.2134708281233	0.290044064497516	logistic	425431	261	425170	0.700062142502997	0.0508637123293789	2497		FALSE	FALSE	FALSE	Bronchitis	respiratory
498	rs4266947_T	NA	NA	NA	NA	NA	NA	425170	NA	NA	NA	NA	2495	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Acute bronchospasm	respiratory
499	rs4266947_T	NA	NA	NA	NA	NA	logistic	428858	11	428847	0.687432534460407	0.0508734825979695	2509	 [Error: < 15  cases or controls]	NA	NA	NA	Cystic fibrosis	respiratory
500	rs4266947_T	NA	-0.117249697398004	0.284220239809754	0.889363093785348	0.679950166678596	logistic	424575	143	424432	0.696720349673898	0.050886180297945	2485		FALSE	FALSE	FALSE	Lung disease due to external agents	respiratory
500.1	rs4266947_T	NA	0.259788524529844	0.345280677395091	1.29665584676446	0.451811690791353	logistic	424501	69	424432	0.711234530172698	0.0508903394809435	2484		FALSE	FALSE	FALSE	Extrinsic allergic alveolitis	respiratory
500.2	rs4266947_T	NA	-1.0173213733151	1.01019057469014	0.361562134199825	0.313906487347262	logistic	424459	27	424432	0.706966965583563	0.0508859512932933	2484		FALSE	FALSE	FALSE	Pneumoconiosis	respiratory
501	rs4266947_T	NA	0.257869599957527	0.14797564362687	1.29417004779142	0.0813949540362219	logistic	424809	377	424432	0.714392292939708	0.0509005223523984	2484		FALSE	FALSE	FALSE	Pneumonitis due to inhalation of food or vomitus	respiratory
502	rs4266947_T	NA	-0.00970390367752552	0.156725903222645	0.990343027268627	0.950629407431222	logistic	424856	424	424432	0.722608435342867	0.0508878302295366	2486		FALSE	FALSE	FALSE	Postinflammatory pulmonary fibrosis	respiratory
503	rs4266947_T	NA	NA	NA	NA	NA	logistic	424440	8	424432	0.708404496390728	0.0508894072189238	2484	 [Error: < 15  cases or controls]	NA	NA	NA	Pulmonary congestion and hypostasis	respiratory
504	rs4266947_T	NA	0.238047699092954	0.192014160472932	1.26876971054594	0.215071454123926	logistic	424658	226	424432	0.719840589031676	0.0508950732118552	2484		FALSE	FALSE	FALSE	Other alveolar and parietoalveolar pneumonopathy	respiratory
504.1	rs4266947_T	NA	NA	NA	NA	NA	NA	424432	NA	NA	NA	NA	2484	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Idiopathic fibrosing alveolitis	respiratory
505	rs4266947_T	NA	-0.924716583351377	0.715049414311989	0.396643818608058	0.195934796673281	logistic	424480	48	424432	0.70691612885243	0.0508846117602714	2484		FALSE	FALSE	FALSE	Other pulmonary inflamation or edema	respiratory
506	rs4266947_T	NA	0.036258992133864	0.119727997144381	1.03692436697153	0.762008198789609	logistic	425129	697	424432	0.706240712701659	0.0508916117225595	2488		FALSE	FALSE	FALSE	Empyema and pneumothorax	respiratory
507	rs4266947_T	NA	-0.109493150910062	0.0722678461111524	0.896288303100284	0.129746600743484	logistic	426631	2199	424432	0.685104613261197	0.05086245490834	2502		FALSE	FALSE	FALSE	Pleurisy; pleural effusion	respiratory
508	rs4266947_T	NA	-0.390467011964796	0.254532361435788	0.676740754658546	0.125015764796612	logistic	424659	227	424432	0.680561152000897	0.0508796469637992	2484		FALSE	FALSE	FALSE	Pulmonary collapse; interstitial and compensatory emphysema	respiratory
509	rs4266947_T	NA	0.0418925119983999	0.156926448114344	1.04278238613178	0.789502768458189	logistic	424836	404	424432	0.709057257723684	0.0508902258753966	2485		FALSE	FALSE	FALSE	Respiratory failure, insufficiency, arrest	respiratory
509.1	rs4266947_T	NA	0.122136091672408	0.15729893093167	1.12990786236797	0.437478316240022	logistic	424807	375	424432	0.710131122883251	0.0508936999625712	2485		FALSE	FALSE	FALSE	Respiratory failure	respiratory
509.2	rs4266947_T	NA	-0.0019919151758533	0.197788759423161	0.998010067370607	0.991964702622188	logistic	424696	264	424432	0.71703888955525	0.0508881647107578	2484		FALSE	FALSE	FALSE	Respiratory insufficiency	respiratory
509.3	rs4266947_T	NA	NA	NA	NA	NA	logistic	424434	2	424432	0.707166857591846	0.0508877705367619	2484	 [Error: < 15  cases or controls]	NA	NA	NA	Pulmonary insufficiency or respiratory failure following trauma and surgery	respiratory
509.5	rs4266947_T	NA	NA	NA	NA	NA	logistic	424446	14	424432	0.706719591803553	0.0508863318301975	2484	 [Error: < 15  cases or controls]	NA	NA	NA	Respiratory arrest	respiratory
509.8	rs4266947_T	NA	NA	NA	NA	NA	logistic	424434	2	424432	0.707166857591846	0.0508877705367619	2484	 [Error: < 15  cases or controls]	NA	NA	NA	Dependence on respirator [Ventilator] or supplemental oxygen	respiratory
510	rs4266947_T	NA	-0.25409285392551	0.177783461528639	0.775619779361516	0.152939111985241	logistic	428857	411	428446	0.686710261889536	0.0508724353339225	2509		FALSE	FALSE	FALSE	Other diseases of lung	respiratory
510.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	428447	1	428446	0.722337362870313	0.0508837732555018	2507	 [Error: < 15  cases or controls]	NA	NA	NA	Lung transplant	respiratory
512	rs4266947_T	NA	0.0177587334303006	0.0443387321074594	1.01791735733211	0.688770492354275	logistic	428858	5265	423593	0.687432534460407	0.0508734825979695	2509		FALSE	FALSE	FALSE	Other symptoms of respiratory system	respiratory
512.1	rs4266947_T	NA	-0.00153162172465318	0.459305025457741	0.9984695506093	0.997339338795566	logistic	423642	49	423593	0.659659864703048	0.0508625207132437	2473		FALSE	FALSE	FALSE	Wheezing	respiratory
512.2	rs4266947_T	NA	0.114459068502339	0.21044242019737	1.12126674499752	0.586512132825515	logistic	423804	211	423593	0.668288402701393	0.0508654944266689	2474		FALSE	FALSE	FALSE	Painful respiration	respiratory
512.3	rs4266947_T	NA	NA	NA	NA	NA	NA	423593	NA	NA	NA	NA	2473	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Abnormal chest sounds	respiratory
512.7	rs4266947_T	NA	0.00694968749996307	0.0535293164994524	1.00697389261832	0.896701276942566	logistic	427226	3633	423593	0.679599526448145	0.050865349955293	2493		FALSE	FALSE	FALSE	Shortness of breath	respiratory
512.8	rs4266947_T	NA	0.0330503844449579	0.0832898882505306	1.03360261542346	0.691506478996633	logistic	425048	1455	423593	0.657037495393759	0.050868372513222	2488		FALSE	FALSE	FALSE	Cough	respiratory
512.9	rs4266947_T	NA	NA	NA	NA	NA	NA	423593	NA	NA	NA	NA	2473	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Other dyspnea	respiratory
513	rs4266947_T	NA	-0.125931276110353	0.235027501674401	0.881675436866827	0.592086369303689	logistic	428858	211	428647	0.687432534460407	0.0508734825979695	2509		FALSE	FALSE	FALSE	Respiratory abnormalities	respiratory
513.3	rs4266947_T	NA	-16.6983320144446	1543.76500711461	5.59766042674391e-08	0.991369747698178	logistic	428673	26	428647	0.680089247999485	0.0508732763668344	2509		FALSE	FALSE	FALSE	Hypoventilation	respiratory
513.31	rs4266947_T	NA	NA	NA	NA	NA	logistic	428649	2	428647	0.681032205443678	0.0508761247547527	2509	 [Error: < 15  cases or controls]	NA	NA	NA	Apnea	respiratory
513.32	rs4266947_T	NA	NA	NA	NA	NA	NA	428647	NA	NA	NA	NA	2509	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Orthopnea	respiratory
513.4	rs4266947_T	NA	-0.244985309927729	0.308197610554382	0.782716036312555	0.426673506533793	logistic	428783	136	428647	0.6842418265471	0.0508730523364965	2509		FALSE	FALSE	FALSE	Hyperventilation	respiratory
513.8	rs4266947_T	NA	0.499844590635481	0.36914202701813	1.64846506388416	0.175713660689069	logistic	428697	50	428647	0.685296384673638	0.0508797588973098	2509		FALSE	FALSE	FALSE	Disorders of diaphragm	respiratory
514	rs4266947_T	NA	0.023696472872544	0.0757804633514978	1.02397946517125	0.754509377810453	logistic	428846	1757	427089	0.68789690702785	0.0508749061434641	2509		FALSE	FALSE	FALSE	Abnormal findings examination of lungs	respiratory
514.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	427102	13	427089	0.690505319568762	0.0508660694635005	2500	 [Error: < 15  cases or controls]	NA	NA	NA	Abnormal results of function study of pulmonary system	respiratory
514.2	rs4266947_T	NA	NA	NA	NA	NA	NA	427089	NA	NA	NA	NA	2500	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Solitary pulmonary nodule	respiratory
516	rs4266947_T	NA	0.0587515506343472	0.0740612418671377	1.06051172454107	0.427612750681729	logistic	428858	1793	427065	0.687432534460407	0.0508734825979695	2509		FALSE	FALSE	FALSE	Abnormal sputum	respiratory
516.1	rs4266947_T	NA	0.0431716185459348	0.0748016828099343	1.04411706932857	0.563839689622479	logistic	428847	1782	427065	0.699805885392325	0.0508701238437018	2509		FALSE	FALSE	FALSE	Hemoptysis	respiratory
519	rs4266947_T	NA	0.0720407524316956	0.0411358378724885	1.0746991397747	0.079896091063998	logistic	428820	5810	423010	0.684330842476802	0.0508709948230027	2509		FALSE	FALSE	FALSE	Other diseases of respiratory system, not elsewhere classified	respiratory
519.1	rs4266947_T	NA	0.474352689246814	0.36900416984267	1.60697364941978	0.19861967144364	logistic	423060	50	423010	0.56764197974391	0.0508202146267669	2474		FALSE	FALSE	FALSE	Tracheostomy complications	respiratory
519.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	423020	10	423010	0.564850299222766	0.0508191102075552	2474	 [Error: < 15  cases or controls]	NA	NA	NA	Respiratory complications	respiratory
519.8	rs4266947_T	NA	0.0612462761985407	0.0423182840515925	1.06316071312732	0.147819377958549	logistic	428547	5537	423010	0.667106789190722	0.0508613990997487	2509		FALSE	FALSE	FALSE	Other diseases of respiratory system, NEC	respiratory
519.9	rs4266947_T	NA	0.217237945997715	0.192015395488342	1.24263974811715	0.257904896856452	logistic	423242	232	423010	0.578591048213651	0.0508231697232316	2474		FALSE	FALSE	FALSE	Symptoms involving respiratory system and other chest symptoms	respiratory
520	rs4266947_T	NA	0.015858238524479	0.0714365036455035	1.01598464771407	0.824321133131781	logistic	420587	2023	418564	0.610659043713512	0.0508836459519671	2478		FALSE	FALSE	FALSE	Disorders of tooth development	digestive
520.1	rs4266947_T	NA	-0.119763180466211	0.59097704440008	0.88713050167425	0.83940638110522	logistic	418598	34	418564	0.623464684559761	0.0508793639721164	2467		FALSE	FALSE	FALSE	Hereditary disturbances in tooth structure	digestive
520.2	rs4266947_T	NA	0.00885829797958653	0.072827220403503	1.0088976488091	0.903188538891143	logistic	420521	1957	418564	0.606542181324307	0.0508821200368115	2476		FALSE	FALSE	FALSE	Disturbances in tooth eruption	digestive
521	rs4266947_T	NA	-0.0229689941247493	0.0596701110389932	0.977292785121694	0.700287064801217	logistic	421599	3035	418564	0.660133007936214	0.0508682420973484	2478		FALSE	FALSE	FALSE	Diseases of hard tissues of teeth	digestive
521.1	rs4266947_T	NA	-0.0291422302993167	0.0601627986018677	0.971278309437251	0.628109440902606	logistic	421565	3001	418564	0.673453226949096	0.0508664144319381	2478		FALSE	FALSE	FALSE	Dental caries	digestive
521.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	418569	5	418564	0.622140450093596	0.0508793054430691	2465	 [Error: < 15  cases or controls]	NA	NA	NA	Dental abrasion, erosion and attrition	digestive
521.4	rs4266947_T	NA	0.252743844013815	0.734768082625798	1.28755342007296	0.730863047627047	logistic	418580	16	418564	0.623392155578346	0.0508803573988246	2465		FALSE	FALSE	FALSE	Tooth complications likely association with other diseases	digestive
522	rs4266947_T	NA	0.0709381353260019	0.0775635777103793	1.07351481117019	0.360411902002296	logistic	420208	1644	418564	0.650843773849974	0.0508914632753303	2473		FALSE	FALSE	FALSE	Diseases of pulp and periapical tissues	digestive
522.1	rs4266947_T	NA	0.214488966986492	0.421902042939407	1.23922844847485	0.61118287675834	logistic	418613	49	418564	0.625403163308865	0.0508811240931361	2465		FALSE	FALSE	FALSE	Pulpitis and necrosis of tooth pulp	digestive
522.5	rs4266947_T	NA	0.0296869714618215	0.0972780502484887	1.03013202275733	0.760231756443702	logistic	419647	1083	418564	0.637013122980008	0.0508820508665617	2470		FALSE	FALSE	FALSE	Periapical abscess	digestive
523	rs4266947_T	NA	0.0943886438742548	0.0774369316769923	1.09898677740914	0.222878385701338	logistic	420176	1612	418564	0.601687355474364	0.0508965290735311	2468		FALSE	FALSE	FALSE	Gingival and periodontal diseases	digestive
523.1	rs4266947_T	NA	-0.522094038475169	0.454705218920888	0.593276901644543	0.250884642230466	logistic	418645	81	418564	0.60559678607232	0.0508760405594239	2465		FALSE	FALSE	FALSE	Gingivitis	digestive
523.3	rs4266947_T	NA	0.102707960590046	0.0920157319902169	1.10816773316432	0.264336531986448	logistic	419695	1131	418564	0.594804043113427	0.050892910327738	2467		FALSE	FALSE	FALSE	Periodontitis (acute or chronic)	digestive
523.31	rs4266947_T	NA	-0.483955899727324	0.360075464212101	0.61634038209187	0.178935387084569	logistic	418689	125	418564	0.623783233448499	0.0508742766110407	2465		FALSE	FALSE	FALSE	Acute periodontitis	digestive
523.32	rs4266947_T	NA	0.158456589430303	0.0952244157320598	1.17170105891068	0.0961057944716019	logistic	419569	1005	418564	0.593366143175471	0.0508986602918709	2467		FALSE	FALSE	FALSE	Chronic periodontitis	digestive
524	rs4266947_T	NA	NA	NA	NA	NA	NA	418564	NA	NA	NA	NA	2465	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Dentofacial anomalies, including malocclusion	digestive
524.3	rs4266947_T	NA	NA	NA	NA	NA	NA	418564	NA	NA	NA	NA	2465	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Anomalies of tooth position/malocclusion	digestive
525	rs4266947_T	NA	-0.0764507579086376	0.0668578173197369	0.926398530966782	0.252838230738481	logistic	421092	2528	418564	0.678898306953332	0.0508558699761572	2471		FALSE	FALSE	FALSE	Other diseases of the teeth and supporting structures	digestive
525.1	rs4266947_T	NA	NA	NA	NA	NA	NA	418564	NA	NA	NA	NA	2465	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Loss of teeth or edentulism	digestive
525.2	rs4266947_T	NA	-0.0540516409865937	0.388222409938051	0.947383181436368	0.889269553107123	logistic	418636	72	418564	0.625255107099053	0.050879523022387	2466		FALSE	FALSE	FALSE	Atrophy of edentulous alveolar ridge	digestive
526	rs4266947_T	NA	-0.0364248044839208	0.249096376255079	0.964230596987696	0.883741593811602	logistic	418739	175	418564	0.612010328075754	0.0508789484619297	2468		FALSE	FALSE	FALSE	Diseases of the jaws	digestive
